taxa	sixhr_dmg	in_6_subset	arabi-defline	baseMean	H1U1_log2FC	I1U1_log2FC	I1H1_log2FC	H6U1_log2FC	I6U1_log2FC	I6H6_log2FC	onehr_dmg	in_1_subset	D_sixhr_dmg	D_in_6_subset	D_onehr_dmg	D_in_1_subset
Vigun11g157300			zinc finger (C3HC4-type RING finger) family protein	543.1605158	4.101704331	4.138099735	0.036395404	0.437932714	0.737965143	0.300032429	++				-	
Vigun11g159600			Adenine nucleotide alpha hydrolases-like superfamily protein	1105.603988	1.112210593	0.846836593	-0.265373999	0.247275176	0.256393644	0.009118468	+				-	
Vigun11g164700			no annotation	248.3073006	2.600383494	2.253462341	-0.346921152	-0.048060798	-0.331585998	-0.2835252	+				-	
Vigun11g164900			calcium-dependent protein kinase 24	1.323773081	4.339961801	3.397022375	-0.942939426	1.943562769	0	-2.271375405	++				-	
Vigun11g170000			no annotation	11.85814133	1.945702269	1.385516256	-0.560186013	-1.699744313	-2.578150151	-0.878405838	+		-		-	
Vigun11g170100			extra-large G-protein 1	28.53540861	2.000599205	2.327786842	0.327187637	-1.435172184	-0.753247696	0.681924488	+		-		-	
Vigun11g170300			Transducin/WD40 repeat-like superfamily protein	122.3172488	1.624770205	2.281798822	0.657028617	0.583299628	1.221250029	0.637950401	+				-	
Vigun11g171200			Cysteine/Histidine-rich C1 domain family protein	8.964430929	1.743168527	0.701510105	-1.041658422	-0.689509891	-0.776051495	-0.086541604	+				-	
Vigun11g176700			F-box family protein	474.7589441	1.004762414	0.249631052	-0.755131362	0.033193527	-0.153310625	-0.186504152	+				-	
Vigun11g180800			GATA transcription factor 7	101.8956176	1.921098727	2.125479169	0.204380442	-0.445283196	0.494548525	0.939831721	+				-	
Vigun11g181600			ATP binding microtubule motor family protein	167.2803282	1.061800426	1.13852091	0.076720484	0.764133092	0.761931614	-0.002201478	+				-	
Vigun11g190000			Leucine-rich repeat protein kinase family protein	36.47296512	1.330509241	0.43270962	-0.897799621	-0.761609661	-0.888043687	-0.126434025	+				-	
Vigun11g194100			no annotation	11.34272939	1.63044633	2.387652444	0.757206115	0.090037674	-0.623048141	-0.713085815	+				-	
Vigun11g199400			NAC domain containing protein 36	19.94636975	1.67082693	1.564504237	-0.106322693	1.06861242	0.075314555	-0.993297865	+				-	
Vigun11g210700			NB-ARC domain-containing disease resistance protein	83.38413599	2.799430435	4.629234014	1.829803579	0.31872768	-0.019847024	-0.338574704	+	In-amplified			-	
Vigun11g211700			NB-ARC domain-containing disease resistance protein	242.1532607	2.013075568	2.788579198	0.77550363	0.003821021	-0.665419578	-0.669240599	+				-	
Vigun11g212200			NB-ARC domain-containing disease resistance protein	12.95055516	1.650217874	1.30624946	-0.343968413	-0.954249436	-0.44373862	0.510510816	+				-	
Vigun11g212500			NB-ARC domain-containing disease resistance protein	133.6313673	4.578847977	4.906382992	0.327535015	0.691786385	0.964474072	0.272687687	++				-	
Vigun11g212700			cytokinin oxidase/dehydrogenase 6	264.5760307	2.152985397	2.724098988	0.571113592	-1.562836818	-1.549368728	0.01346809	+		-		-	
Vigun11g214100			Protein of unknown function (DUF1423)	115.4110419	1.176476165	0.611414652	-0.565061513	0.310337742	-0.04866638	-0.359004122	+				-	
Vigun11g217500			purple acid phosphatase 10	27.76466476	1.188725177	1.008075543	-0.180649634	0.891480176	0.242915466	-0.64856471	+				-	
Vigun11g220500			Glycosyl hydrolases family 32 protein	1.813838318	5.159538536	3.237608671	-1.921929865	0	1.078254616	1.517244291	++				-	
Vigun11g221800			"AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein"	6.526781337	1.872186343	0.458372654	-1.413813689	0.162615346	0.733571223	0.570955877	+				-	
VigunL074500			"Di-haem cytochrome, transmembrane;Cytochrome b/b6, C-terminal"	3.58713288	2.156434798	0.24213985	-1.914294948	0.205130163	0.038188482	-0.166941681	+				-	
VigunL085300			F-box family protein	9.233470687	1.536356471	0.904309471	-0.632047	0.041727721	0.726020609	0.684292888	+				-	
Vigun01g019900			AICARFT/IMPCHase bienzyme family protein	141.9091393	-0.721212595	0.394857269	1.116069864	-0.217868462	-0.22062303	-0.002754567		In-specific				
Vigun01g024900			polyamine oxidase 1	35.59558065	0.496980194	1.674011679	1.177031485	-0.358577802	0.082422623	0.441000425		In-specific				
Vigun01g140200			"cytochrome P450, family 94, subfamily B, polypeptide 1"	405.4161122	0.115533113	1.353761528	1.238228415	-1.613536515	-1.830255043	-0.216718528		In-specific	-			
Vigun01g153100			C2H2 and C2HC zinc fingers superfamily protein	6.692448052	2.901834245	7.29922401	4.397389765	0	2.922677994	3.361667972		In-specific				
Vigun01g159300			Protein kinase superfamily protein	36.28899603	-0.183481143	0.917265681	1.100746824	0.118621598	-0.188237054	-0.306858652		In-specific				
Vigun01g159500			vacuolar membrane ATPase 10	149.1043108	-0.964836905	0.04591777	1.010754675	0.218042501	0.246265658	0.028223156		In-specific				
Vigun01g187700			Thioredoxin superfamily protein	24.84918104	-1.171824947	0.956169006	2.127993953	-1.578593414	-2.033193093	-0.454599679		In-specific				
Vigun01g237800			S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	22.91225442	-1.441757623	0.18575566	1.627513283	0.715677254	1.425985356	0.710308102		In-specific				
Vigun02g024000			no annotation	27.30316379	-1.026908356	0.257645209	1.284553565	0.953882261	0.805519556	-0.148362705		In-specific				
Vigun02g052700			Remorin family protein	9.001889386	-0.826714382	1.390858063	2.217572444	0.826294993	0.747985882	-0.078309111		In-specific				
Vigun02g110400			2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	194.5724552	-0.373756849	0.787221813	1.160978663	0.73135971	1.717784219	0.986424509		In-specific				
Vigun02g151500			Translation protein SH3-like family protein	175.560564	-0.792199247	0.441396046	1.233595294	0.809188881	1.795228578	0.986039698		In-specific				
Vigun02g160000			Zinc-binding ribosomal protein family protein	174.7992915	-1.03606719	-0.02140041	1.014666781	0.881262088	0.999901257	0.118639169		In-specific				
Vigun02g180000			Uncharacterized protein family (UPF0016)	121.9322504	-0.835975297	0.182408795	1.018384091	-0.544574217	-0.253404635	0.291169582		In-specific				
Vigun03g008400			CHASE domain containing histidine kinase protein	51.11417157	-1.447628034	-0.281975979	1.165652055	0.864944518	0.604144174	-0.260800344		In-specific				
Vigun03g051300			acyl carrier protein 4	305.2789737	-1.183158023	-0.086899739	1.096258284	0.007948468	-1.023074418	-1.031022886		In-specific		In-prolonged		
Vigun03g080000			GDSL-like Lipase/Acylhydrolase superfamily protein	7.630998506	-1.5900595	0.636403817	2.226463317	0.093877796	0.776305167	0.682427372		In-specific				
Vigun03g143100			FAD-binding Berberine family protein	38.29238215	-2.254539489	-0.844909012	1.409630477	0.646825416	1.058659764	0.411834348		In-specific				
Vigun03g166200			Chalcone and stilbene synthase family protein	7.629156562	0.815366588	7.574276886	6.758910298	0.282356679	2.112293904	1.829937225		In-specific				
Vigun03g172400			no annotation	39.4442517	-2.71092089	-0.99152333	1.71939756	0.600692883	0.598007756	-0.002685127		In-specific				
Vigun03g301100			no annotation	19.6522746	-1.185719275	0.056465322	1.242184596	-0.31233148	-0.274984028	0.037347453		In-specific				
Vigun03g328300			no annotation	5.526042332	0.094023839	6.232868851	6.138845012	1.865088337	2.590205045	0.725116708		In-specific				
Vigun03g348300			no annotation	7.209898904	0.56482183	2.507117123	1.942295293	1.035628001	0.67868392	-0.356944081		In-specific				
Vigun03g360100			Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	229.395305	-2.657707439	-0.146288923	2.511418516	1.165516955	-0.934824442	-2.100341396		In-specific				
Vigun03g408800			S-adenosylmethionine synthetase family protein	908.5763639	0.261242389	1.276909668	1.015667279	0.961943381	1.628543536	0.666600155		In-specific				
Vigun04g039200			Pentatricopeptide repeat (PPR) superfamily protein	20.16436812	-1.181141094	0.335506964	1.516648058	0.978292805	0.936173173	-0.042119632		In-specific				
Vigun04g039300			cyclic nucleotide-binding transporter 1	51.95355778	0.054492434	1.320629296	1.266136862	0.866437434	1.124765247	0.258327813		In-specific				
Vigun04g049300			no annotation	67.42128705	-0.453045907	0.700325579	1.153371486	-0.237949655	0.353493854	0.591443509		In-specific				
Vigun04g139700			disease resistance family protein / LRR family protein	4.760237581	-0.921473303	1.573507925	2.494981228	-0.27631397	0.099081493	0.375395463		In-specific				
Vigun04g140200			multidrug resistance-associated protein 14	43.16855442	-2.718989162	-0.9830026	1.735986561	0.675159225	1.012859084	0.337699858		In-specific				
Vigun04g163100			Peroxidase superfamily protein	32.16903807	-0.562471247	0.536020834	1.09849208	0.961728763	0.760381014	-0.201347749		In-specific				
Vigun04g180400			Matrixin family protein	17.70771516	-1.834080402	-0.145786142	1.68829426	-0.394262788	0.483360892	0.87762368		In-specific				
Vigun05g000500			hydroxyproline-rich glycoprotein family protein	114.4704684	-0.050960791	1.161370699	1.212331489	-0.960216959	-0.67802526	0.282191699		In-specific				
Vigun05g009200			no annotation	71.75410849	-1.029747248	0.5286578	1.558405048	0.371599934	0.607096887	0.235496953		In-specific				
Vigun05g040700			Calcium-binding EF-hand family protein	239.4774909	0.333086616	2.080378391	1.747291775	-0.962318851	-0.369572715	0.592746136		In-specific				
Vigun05g049500			Ribosomal protein S21 family protein	19.45343142	-1.129098419	0.279189443	1.408287862	-0.723922287	0.301289231	1.025211518		In-specific				
Vigun05g096900			lectin receptor kinase a4.1	9.433232622	0.621608101	4.043379415	3.421771314	-0.534925195	0.723446136	1.258371331		In-specific				
Vigun05g112300			RHO guanyl-nucleotide exchange factor 7	128.6528304	-1.377164501	-0.317283574	1.059880928	-0.336092321	-0.756195804	-0.420103483		In-specific				
Vigun05g113600			no annotation	8.677571302	1.409675919	3.72138386	2.31170794	1.319370993	2.149324195	0.829953202		In-specific				
Vigun05g113700			no annotation	119.1239331	-0.651815358	0.769052599	1.420867956	0.037946071	0.368582407	0.330636336		In-specific				
Vigun05g220700			HXXXD-type acyl-transferase family protein	9.302732633	0.189023037	2.263941954	2.074918916	0.063985749	0.828888305	0.764902556		In-specific				
Vigun05g222100			no annotation	15.80401767	-2.517841814	0.05672326	2.574565073	-0.217432537	-0.569791319	-0.352358782		In-specific				
Vigun05g230400			ubiquitin-specific protease 8	15.07788079	-1.303775245	0.262758179	1.566533424	0.053961724	-0.139075166	-0.19303689		In-specific				
Vigun05g255600			myb domain protein 48	194.1671553	0.307221986	2.073524544	1.766302559	-2.144812557	-1.886746418	0.258066139		In-specific	-			
Vigun05g263300			MSF1-like family protein	23.85168162	-1.034964983	0.194561775	1.229526758	0.377433477	0.706626744	0.329193266		In-specific				
Vigun05g288100			indole-3-acetic acid inducible 19	89.78715409	0.442561241	1.472063121	1.02950188	0.656041103	1.427123609	0.771082506		In-specific				
Vigun06g012100			hydroxy methylglutaryl CoA reductase 1	47.59425564	-1.469295341	-0.150922928	1.318372413	-0.071228113	-0.860310723	-0.78908261		In-specific				
Vigun06g030800			Pectin lyase-like superfamily protein	21.12765675	-2.383726663	-0.569393064	1.814333599	0.445978405	-1.110518424	-1.556496829		In-specific		In-prolonged		
Vigun06g163400			adenosine/AMP deaminase family protein	61.55374059	-1.39787127	-0.23615721	1.16171406	0.691581747	1.16734077	0.475759023		In-specific				
Vigun06g167100			mitochondrial editing factor  18	25.98440144	-1.439898215	0.109740524	1.549638739	0.849366045	1.016942087	0.167576042		In-specific				
Vigun06g224400			Thioesterase superfamily protein	560.7885347	-0.974304499	0.384040409	1.358344908	0.593731015	0.497187016	-0.096543999		In-specific				
Vigun07g044100			NAD(P)-binding Rossmann-fold superfamily protein	75.18888543	-1.356453905	-0.152082091	1.204371815	-1.576537571	-1.008868534	0.567669037		In-specific	-			
Vigun07g046200			Integrase-type DNA-binding superfamily protein	855.6261114	-0.052974077	1.096126548	1.149100624	-1.070622262	-1.409992216	-0.339369955		In-specific	-			
Vigun07g066400			Nucleotide-diphospho-sugar transferases superfamily protein	89.13266983	-0.878420279	0.314195977	1.192616256	-0.535079702	0.286442328	0.82152203		In-specific				
Vigun07g099700			ethylene response factor 1	9.10632692	1.146157647	3.25455211	2.108394463	-1.203755919	0.541544728	1.745300647		In-specific				
Vigun07g122000			ethylene-responsive element binding protein	43.84581151	0.952569379	2.129727072	1.177157693	0.025682769	-0.202157087	-0.227839856		In-specific				
Vigun07g136500			no annotation	6.415462288	-2.726699097	0.671016817	3.397715914	-1.541307818	-2.519534791	-0.978226974		In-specific				
Vigun07g192800			Transmembrane amino acid transporter family protein	17.32930024	1.274277223	3.333092477	2.058815254	0.247773862	0.74551834	0.497744478		In-specific				
Vigun07g194900			myb-like transcription factor family protein	20.47071051	0.578345458	2.451319495	1.872974037	0.206607551	0.1140178	-0.092589751		In-specific				
Vigun07g230200			peptidoglycan-binding LysM domain-containing protein	6.419010623	1.221000964	3.137091143	1.916090179	0.305680321	1.329238738	1.023558417		In-specific				
Vigun07g244200			xyloglucan endotransglucosylase/hydrolase 8	30.64399318	-2.190796189	-0.349004785	1.841791404	-0.592876089	-1.400065285	-0.807189196		In-specific				
Vigun07g256300			Plant basic secretory protein (BSP) family protein	4.846627847	-3.950120258	0.605407299	4.555527558	-1.088285016	0.633122074	1.72140709		In-specific				
Vigun07g267000			Protein kinase superfamily protein	9.008340367	2.605628897	5.641729013	3.036100116	0.335845408	0.771134956	0.435289549		In-specific				
Vigun08g002700			LYR family of Fe/S cluster biogenesis protein	20.91571147	-1.497881666	0.019678021	1.517559687	0.83853327	0.419189694	-0.419343575		In-specific				
Vigun08g005000			Pathogenesis-related thaumatin superfamily protein	111.0295831	-0.233976286	0.808106777	1.042083063	-0.210018411	0.116367645	0.326386056		In-specific				
Vigun08g049000			Concanavalin A-like lectin protein kinase family protein	10.10305213	0.493624576	3.38830858	2.894684004	0.889932881	1.272635762	0.382702881		In-specific				
Vigun08g070500			gibberellin 20 oxidase 2	17.67404001	-2.395505358	-0.571104711	1.824400647	-3.473709246	-6.746989749	-3.273280504		In-specific	--	In-amplified		
Vigun08g172300			ethylene-forming enzyme	11.59822618	2.4801558	8.086656104	5.606500303	2.582603568	4.041546201	1.458942633		In-specific				
Vigun08g218800			NAD(P)-linked oxidoreductase superfamily protein	10.58150463	0.153775431	3.583537684	3.429762252	1.282343669	1.597340682	0.314997013		In-specific				
Vigun09g006000			3-ketoacyl-CoA synthase 1	90.9371965	0.052476176	1.148801557	1.096325382	-0.588922744	0.151959741	0.740882485		In-specific				
Vigun09g030900			no annotation	5.162178645	-0.412087028	3.253839593	3.665926621	0.749082419	0.067400119	-0.6816823		In-specific				
Vigun09g035800			Ribosomal protein L18ae family	9.344306404	-0.808903512	1.431852614	2.240756126	1.266518569	1.547268875	0.280750306		In-specific				
Vigun09g126000			no annotation	82.59200838	0.814437286	1.96282478	1.148387494	0.732245601	0.551598593	-0.180647008		In-specific				
Vigun09g139900			Transducin/WD40 repeat-like superfamily protein	32.130419	0.597996685	1.869057311	1.271060627	0.001852585	-0.444132559	-0.445985143		In-specific				
Vigun09g234800			S-locus lectin protein kinase family protein	4.712996798	0.479377409	3.21173986	2.732362451	-0.243369565	1.308793495	1.55216306		In-specific				
Vigun09g263100			xylem cysteine peptidase 2	61.45765333	-1.020150192	0.14655478	1.166704973	0.012027734	0.205905576	0.193877842		In-specific				
Vigun10g089200			Disease resistance-responsive (dirigent-like protein) family protein	15.41759193	1.679123316	7.120210004	5.441086687	-1.15364699	1.849350175	3.002997165		In-specific				
Vigun10g098500			Protein kinase superfamily protein	44.3672282	0.341625056	1.539419326	1.19779427	-1.144973964	-0.453697083	0.691276881		In-specific	-			
Vigun10g149100			no annotation	14.10322753	0.682811932	2.287375493	1.604563562	0.970684134	0.476145473	-0.494538661		In-specific				
Vigun10g156500			RING/U-box superfamily protein	27.04119457	0.407048078	2.349552346	1.942504268	0.223156838	0.447421583	0.224264745		In-specific				
Vigun10g181600			phytochrome-associated protein 2	59.30351602	-0.397569376	0.688257892	1.085827268	-0.014580065	0.568614087	0.583194152		In-specific				
Vigun11g002200			R-protein L3 B	151.9138614	-0.665393839	0.613167945	1.278561784	0.958950746	1.103773277	0.144822531		In-specific				
Vigun11g009600			response regulator 9	5.159655035	-2.48937954	1.96028064	4.449660181	-3.063636457	-2.127443953	0.936192504		In-specific				
Vigun11g040500			GTP-binding protein-related	132.8229758	-1.183525609	0.054640619	1.238166228	0.38360758	-0.42488346	-0.808491039		In-specific				
Vigun11g043300			Leucine-rich repeat transmembrane protein kinase	106.5227068	-0.012963941	1.343640422	1.356604363	0.354677098	0.353210849	-0.001466249		In-specific				
Vigun11g092900			TRICHOME BIREFRINGENCE-LIKE 39	188.6311562	-2.115671263	-0.848103865	1.267567398	0.147978795	0.014216545	-0.13376225		In-specific				
Vigun11g112900			Calcium-binding EF-hand family protein	164.1662912	0.282951311	1.557416163	1.274464852	0.475301311	0.880163874	0.404862563		In-specific				
Vigun01g001800			RING/U-box protein with domain of unknown function (DUF 1232)	119.2529088	-0.716499342	-0.63081504	0.085684302	-1.089592938	-1.214459093	-0.124866155			-			
Vigun01g002600			Sucrose-phosphate synthase family protein	16.06623498	0.371290534	0.328395111	-0.042895422	-1.964038947	-1.62267718	0.341361767			-			
Vigun01g003800			actin-related protein 8	9.791808844	-0.149641977	-0.220062668	-0.070420691	-1.630621029	-0.834129408	0.796491621			-			
Vigun01g004300			photosystem I subunit G	7282.140803	-0.425125709	-0.719643402	-0.294517694	-1.676436537	-3.130366751	-1.453930213			--	In-amplified		
Vigun01g012600			Major facilitator superfamily protein	143.2389458	0.608684234	0.677941408	0.069257174	-1.864536252	-1.125291312	0.73924494			-			
Vigun01g015900			nodulin MtN21 /EamA-like transporter family protein	1.248186998	-0.786158246	-0.162498713	0.623659533	-4.152108833	-3.319585414	0.832523419			--			
Vigun01g017000			no annotation	11.01287611	-0.084559771	-0.343810942	-0.259251171	-4.345394608	-4.573383965	-0.227989357			--			
Vigun01g017100			RAD-like 1	67.16431914	0.551601199	0.188544644	-0.363056555	-1.258779387	-3.014421372	-1.755641984			--	In-amplified		
Vigun01g020000			no annotation	7.37290723	1.37142843	1.013048457	-0.358379973	-3.388098675	-1.122148655	2.26595002			-			
Vigun01g023800			Tetratricopeptide repeat (TPR)-like superfamily protein	9.381160245	-0.027277343	0.154650581	0.181927924	-1.596834254	-0.205241429	1.391592825			-			
Vigun01g024600			sigma factor 4	161.4715798	-1.088261538	-1.35151656	-0.263255022	-2.397321028	-2.1367276	0.260593428			-			
Vigun01g025200			Copper amine oxidase family protein	214.9124612	-1.171891026	-1.238695629	-0.066804603	-1.675687662	-1.463129614	0.212558048			-			
Vigun01g025300			Copper amine oxidase family protein	42.63376672	-0.519136585	-1.241001218	-0.721864633	-1.410577659	-3.028088645	-1.617510986			--	In-amplified		
Vigun01g030600			no annotation	174.5942931	-0.117524533	-0.33920408	-0.221679547	-2.079135603	-2.707319237	-0.628183635			-			
Vigun01g030800			no annotation	116.451676	0.094197917	-0.529737182	-0.623935099	-1.967806394	-3.251674661	-1.283868268			--	In-amplified		
Vigun01g032000			NADPH:quinone oxidoreductase	280.7587792	-0.522339939	-0.603396345	-0.081056406	-2.96328533	-2.501932665	0.461352666			-			
Vigun01g032100			ARM repeat superfamily protein	31.76666256	-0.520688059	-0.486185148	0.034502912	-2.293384495	-1.900728075	0.39265642			-			
Vigun01g036800			cytokinin oxidase/dehydrogenase 6	6.57757625	-1.677726392	-0.934798732	0.74292766	-2.158043083	-2.362299252	-0.204256169			-			
Vigun01g038800			F-box family protein with WD40/YVTN repeat doamin	66.0044174	-0.390999884	-0.389159408	0.001840476	-1.038251157	-1.241657307	-0.20340615			-			
Vigun01g039100			Plasma-membrane choline transporter family protein	97.81631981	-0.5635757	-0.917615984	-0.354040285	-1.259396305	-0.751447216	0.507949089			-			
Vigun01g039800			no annotation	559.1122748	-0.165614375	-0.274011082	-0.108396707	-1.087415847	-1.546378929	-0.458963082			-			
Vigun01g042700			urophorphyrin methylase 1	1186.381844	-1.00823098	0.16237444	1.170605419	-1.417466912	-1.752048477	-0.334581565			-			
Vigun01g046000			no annotation	352.5203658	-0.085830648	-0.143519562	-0.057688913	-1.080824625	-1.522035759	-0.441211134			-			
Vigun01g047000			no annotation	52.20487917	-0.637087157	-0.527362857	0.1097243	-2.184754562	-2.827305395	-0.642550832			-			
Vigun01g047200			no annotation	7.322562422	-1.033585044	-0.681186979	0.352398066	-1.549171587	-1.74541685	-0.196245262			-			
Vigun01g048900			ABC transporter family protein	60.48475215	-0.460665079	-0.64261215	-0.181947071	-1.20012216	-1.799454263	-0.599332104			-			
Vigun01g050000			Eukaryotic aspartyl protease family protein	17.29443726	-1.036012978	-0.756850781	0.279162197	-1.489493542	-1.607309788	-0.117816246			-			
Vigun01g050700			Zim17-type zinc finger protein	13.48266365	-0.64576142	-1.108964818	-0.463203399	-3.153996338	-1.75810568	1.395890658			-			
Vigun01g052400			Aldolase-type TIM barrel family protein	12533.00714	-0.559524095	-0.430246769	0.129277327	-1.708325954	-2.173595029	-0.465269075			-			
Vigun01g053500			phosphoglycerate kinase 1	5777.71002	-0.544437979	-0.249852579	0.294585401	-1.0968632	-1.630684564	-0.533821364			-			
Vigun01g054700			NRAMP metal ion transporter 6	48.93541252	0.701718029	0.339167885	-0.362550144	-1.270199485	-2.010297823	-0.740098338			-			
Vigun01g055400			Uncharacterized conserved protein (DUF2358)	113.3854471	-0.039636934	-0.550005464	-0.510368531	-2.392406996	-2.335803501	0.056603495			-			
Vigun01g057200			GDSL-like Lipase/Acylhydrolase superfamily protein	33.95398697	-0.315783529	-0.320710449	-0.00492692	-1.034098588	-1.11312394	-0.079025353			-			
Vigun01g058800			Mitochondrial transcription termination factor family protein	174.2471172	-0.953477112	-1.323057113	-0.36958	-2.617208472	-2.992227359	-0.375018886			-			
Vigun01g060600			NAC domain containing protein 1	9.972670764	-0.815369257	-1.727774303	-0.912405047	-2.384592563	-2.096346916	0.288245646			-			
Vigun01g060800			photosystem II subunit R	34375.9294	-0.490885202	-0.647236822	-0.15635162	-1.60402956	-2.417163935	-0.813134375			-			
Vigun01g062100			"Translation initiation factor 2, small GTP-binding protein"	988.1204714	0.134266221	-0.440543437	-0.574809659	-1.230754396	-2.177120107	-0.946365711			-			
Vigun01g063900			"Photosystem I, PsaA/PsaB protein"	10.54992952	0.338169785	-0.092572864	-0.430742649	-1.637690059	-1.799231185	-0.161541127			-			
Vigun01g065100			no annotation	20.8232596	-0.755663377	-0.887255567	-0.13159219	-1.556255275	-0.893862551	0.662392724			-			
Vigun01g065400			Ubiquitin-like superfamily protein	185.0578695	-1.521631267	-1.52161727	1.40E-05	-1.967065597	-2.584763981	-0.617698384			-			
Vigun01g069200			Peptidase family M48 family protein	1047.623848	-0.282373775	-0.346371266	-0.063997491	-2.229949467	-2.035057432	0.194892035			-			
Vigun01g069700			DHBP synthase RibB-like alpha/beta domain	81.72604845	-0.063496477	-0.434992904	-0.371496428	-1.057214017	-1.36734637	-0.310132353			-			
Vigun01g070900			Protein of unknown function (DUF 3339)	16.78605176	0.193528071	-0.163738295	-0.357266366	-1.004623802	-1.804031735	-0.799407933			-			
Vigun01g072300			YELLOW STRIPE like 6	1178.107785	-0.430619827	-1.028417203	-0.597797375	-1.883975599	-2.285640753	-0.401665154			-			
Vigun01g075400			Uncharacterised protein family (UPF0497)	161.7535372	-1.07045209	-1.433468779	-0.363016689	-2.489167678	-1.981913348	0.507254331			-			
Vigun01g078200			Family of unknown function (DUF716)	60.18498796	-0.803487954	-1.369618587	-0.566130633	-1.680622453	-1.854381616	-0.173759163			-			
Vigun01g080100			Uncharacterised protein family (UPF0041)	4.87737982	-1.304851581	-2.807421167	-1.502569587	-3.053864225	-1.948716344	1.105147881			-			
Vigun01g081100			GRF zinc finger / Zinc knuckle protein	21.47308688	-0.255065981	-0.597170149	-0.342104168	-1.216831675	-1.848420634	-0.631588959			-			
Vigun01g081400			nudix hydrolase homolog 12	22.73535413	-0.277709771	-0.385631809	-0.107922038	-1.199673255	-2.033455106	-0.833781851			-			
Vigun01g081600			K+ uptake transporter 3	245.6313819	-0.044213975	-0.410156318	-0.365942343	-1.159148923	-0.786027792	0.373121131			-			
Vigun01g082900			glyceraldehyde 3-phosphate dehydrogenase A subunit 2	13102.44755	-0.530409787	-0.327802845	0.202606943	-1.594239727	-2.507825911	-0.913586184			-			
Vigun01g085600			"oxidoreductases, acting on NADH or NADPH, quinone or similar compound as acceptor"	45.25683278	-0.875045043	-1.117060784	-0.242015741	-1.257752649	-1.482878412	-0.225125762			-			
Vigun01g086100			HNH endonuclease	285.552321	0.23421774	-0.304442454	-0.538660194	-1.041840471	-1.350637447	-0.308796976			-			
Vigun01g087200			Chaperone DnaJ-domain superfamily protein	92.58181368	-0.675499279	-0.910164435	-0.234665156	-1.093531777	-1.129395126	-0.035863348			-			
Vigun01g094500			no annotation	25.92742062	-0.423720767	-0.574113154	-0.150392387	-1.358540938	-1.801357247	-0.442816309			-			
Vigun01g094900			NADH:cytochrome B5 reductase 1	720.8002058	-0.33604139	-0.295141073	0.040900317	-2.369088742	-2.203296794	0.165791948			-			
Vigun01g095900			MATE efflux family protein	129.3712097	0.004425387	-0.207509484	-0.21193487	-1.133773741	-1.133627487	1.46E-04			-			
Vigun01g098800			myb-like HTH transcriptional regulator family protein	386.3917642	0.051442714	-0.30480117	-0.356243883	-1.475376842	-1.784220003	-0.308843161			-			
Vigun01g099400			no annotation	308.2337009	-0.53377783	-0.67527533	-0.1414975	-2.162588236	-3.23255697	-1.069968735			--	In-amplified		
Vigun01g099700			"dicarboxylate diiron protein, putative (Crd1)"	4019.299237	-0.579171763	-0.65672771	-0.077555947	-2.50979002	-4.04646633	-1.53667631			--	In-amplified		
Vigun01g099800			DHHC-type zinc finger family protein	15.9061934	-0.219276395	-0.380013995	-0.1607376	-1.377489615	-2.181362282	-0.803872667			-			
Vigun01g100400			no annotation	18.87536897	-0.386486921	-0.820802582	-0.434315661	-1.107719932	-1.957524184	-0.849804252			-			
Vigun01g102700			nodulin MtN21 /EamA-like transporter family protein	206.8673607	-0.081972464	-0.458468338	-0.376495874	-1.154150233	-0.750291475	0.403858758			-			
Vigun01g102800			"cytochrome P450, family 94, subfamily D, polypeptide 2"	62.47977829	-0.557297566	-0.997338782	-0.440041216	-1.182328899	-0.667345674	0.514983225			-			
Vigun01g107300			glutamate synthase 1	1084.017066	0.154761938	-0.170214678	-0.324976615	-1.05655043	-1.931520417	-0.874969987			-			
Vigun01g107500			Ankyrin repeat family protein / BTB/POZ domain-containing protein	23.1711343	-0.826735613	-0.391406754	0.435328859	-2.492041863	-1.99122243	0.500819433			-			
Vigun01g107800			lycopene cyclase	132.8652717	-0.689549234	-0.836141748	-0.146592515	-1.666381246	-1.707960962	-0.041579716			-			
Vigun01g108900			Calcium-dependent phosphotriesterase superfamily protein	310.0633438	0.519968087	0.434554526	-0.085413561	-1.292963193	-1.076941527	0.216021666			-			
Vigun01g109000			strictosidine synthase-like 2	83.8392918	-0.333285575	-0.436765549	-0.103479974	-1.300574336	-2.834381607	-1.533807271			-	In-amplified		
Vigun01g109200			Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	607.1602349	0.279453454	-0.223673324	-0.503126779	-3.117149356	-2.61639591	0.500753446			-			
Vigun01g115300			"magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH)"	3386.948732	-0.513705038	-0.598014365	-0.084309326	-3.27987655	-4.506132269	-1.226255719			--	In-amplified		
Vigun01g118700			oligopeptide transporter 5	86.78650317	-0.619825118	-0.764483075	-0.144657957	-1.840358623	-1.85013255	-0.009773927			-			
Vigun01g124300			fatty acid desaturase 2	2233.519509	0.26166265	0.60744336	0.345780709	-1.16816805	-1.134208538	0.033959512			-			
